UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
CARI,Cane River Creole NHP,2006-02-01,Laura's programs,2006,February,2,"Comment for February:
Laura's programs",5,7,38,February: No Closures.
CARI,Cane River Creole NHP,2022-08-01,"We had over 3 weeks of almost daily rain and thunderstorms, including days of severe weather warnings",2022,August,8,"Comment for August:
We had over 3 weeks of almost daily rain and thunderstorms, including days of severe weather warnings",20,24,121,August: No Closures.
CARI,Cane River Creole NHP,2006-09-01,this is a faulty number of traffic through Oakland Plantation; perhaps counter was broken or perhaps number was recoreded incorrrectly,2006,September,9,"Comment for September:
this is a faulty number of traffic through Oakland Plantation; perhaps counter was broken or perhaps number was recoreded incorrrectly",23,31,157,September: No Closures.
CARI,Cane River Creole NHP,2022-12-01,"Our often busy pre-Christmas week and especially December 23 & 24  were sub-freezing temps for extended period, then Magnolia was shut down the following week because of pipe damage. After it warmed up we had much better numbers!",2022,December,12,"Comment for December:
Our often busy pre-Christmas week and especially December 23 & 24  were sub-freezing temps for extended period, then Magnolia was shut down the following week because of pipe damage. After it warmed up we had much better numbers!",41,53,251,December: Magnolia was shut down the following week due to pipe damage.
CARI,Cane River Creole NHP,2012-06-01,The Oakland parking lot counter seems to have been broken for an undetermined amount of time. There is a decrease of 836 vehicles from the previous month.  		 8/6/12- Oakland traffic counter number was adjusted due to issue described above.		,2012,June,6,"Comment for June:
The Oakland parking lot counter seems to have been broken for an undetermined amount of time. There is a decrease of 836 vehicles from the previous month.  		 8/6/12- Oakland traffic counter number was adjusted due to issue described above.		",42,56,260,"June: Oakland parking lot counter was broken for an undetermined amount of time, resulting in a decrease of 836 vehicles from the previous month."
ARCH,Arches NP,2017-02-01,No backcountry permits issued due to backcountry moratorium.,2017,February,2,"Comment for February:
No backcountry permits issued due to backcountry moratorium.",11,16,82,February: Backcountry permits not issued due to backcountry moratorium.
ARCH,Arches NP,2017-12-01,"Devils Garden Campground was closed until December 5, 2017.",2017,December,12,"Comment for December:
Devils Garden Campground was closed until December 5, 2017.",12,20,81,"December: Devils Garden Campground was closed until December 5, 2017."
ARCH,Arches NP,2016-02-01,"Stats not completed until April 10, 2016 due to low staffing levels and employee furlough",2016,February,2,"Comment for February:
Stats not completed until April 10, 2016 due to low staffing levels and employee furlough",18,25,111,February: No Closures.
ARCH,Arches NP,2016-05-01,"Tents, and RVs stats estimated based on 2015 stats due to missing Campground Stats.",2016,May,5,"Comment for May:
Tents, and RVs stats estimated based on 2015 stats due to missing Campground Stats.",17,25,100,May: No Closures.
ARCH,Arches NP,2017-01-01,There is currently a moratorium for issuing backcountry permits.   Not permits are being issued at this time.,2017,January,1,"Comment for January:
There is currently a moratorium for issuing backcountry permits.   Not permits are being issued at this time.",20,26,130,January: Backcountry permits are not being issued due to a moratorium.
ARCH,Arches NP,2017-10-01,Campground closed due to road construction.  Nightly park closures continued into this month ending approximately the middle of the month.,2017,October,10,"Comment for October:
Campground closed due to road construction.  Nightly park closures continued into this month ending approximately the middle of the month.",23,29,159,October: Campground closed due to road construction. Nightly park closures ended approximately in the middle of the month.
ARCH,Arches NP,2016-11-01,"Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.",2016,November,11,"Comment for November:
Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.",19,30,136,"November: Backcountry use moratorium in place, no backcountry permits issued."
ARCH,Arches NP,2016-10-01,"Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.",2016,October,10,"Comment for October:
Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.",19,30,135,"October: Backcountry use moratorium in place, no backcountry permits issued."
ARCH,Arches NP,2016-07-01,Campground compliance report not received by 8/13/2016.  Stats for Tents and RVs are based off of 5 year averages.,2016,July,7,"Comment for July:
Campground compliance report not received by 8/13/2016.  Stats for Tents and RVs are based off of 5 year averages.",22,36,132,July: No Closures.
ARCH,Arches NP,2016-12-01,"Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.  Visitor Center Closed on December 25th",2016,December,12,"Comment for December:
Backcountry use moratorium.  No backcountry permits will be issued effective October 1, 2016 until further notice.  Visitor Center Closed on December 25th",25,39,176,"December: Backcountry use moratorium in effect since October 1, 2016. Visitor Center closed on December 25th."
ARCH,Arches NP,2008-12-01,"2008 was the all-time record for visitation at 928,000 or 200,000 more visits from 2004. Attributed to the failing economy and increased regional trips and increased foreign visits.",2008,December,12,"Comment for December:
2008 was the all-time record for visitation at 928,000 or 200,000 more visits from 2004. Attributed to the failing economy and increased regional trips and increased foreign visits.",31,47,203,December: No Closures.
ARCH,Arches NP,2017-11-01,"Nightly park closures Sunday through Thursday, 7 a.m to 7 p.m up until 11/10.  The park was closed two additional nights on 11/26 and 11/27.  Campground closed due to road construction project.",2017,November,11,"Comment for November:
Nightly park closures Sunday through Thursday, 7 a.m to 7 p.m up until 11/10.  The park was closed two additional nights on 11/26 and 11/27.  Campground closed due to road construction project.",35,57,215,November: Campground closed due to road construction project.
ARCH,Arches NP,2017-09-01,Park is closed nightly 7 p.m to 7 a.m Sundays through Thursdays.  Park remained open for the Labor day weekend and did not close Sunday the 3rd or Monday the 4th.  Campground closed through November due to the road construction project.,2017,September,9,"Comment for September:
Park is closed nightly 7 p.m to 7 a.m Sundays through Thursdays.  Park remained open for the Labor day weekend and did not close Sunday the 3rd or Monday the 4th.  Campground closed through November due to the road construction project.",44,60,259,September: Campground closed through November due to road construction project.
ARCH,Arches NP,2017-08-01,"Campground closed due to road construction in park.  Nightly park closures Sunday through Thursday, 7 p.m. to 7 a.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",2017,August,8,"Comment for August:
Campground closed due to road construction in park.  Nightly park closures Sunday through Thursday, 7 p.m. to 7 a.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",58,82,357,"August: Campground closed due to road construction, nightly park closures Sunday through Thursday."
ARCH,Arches NP,2017-07-01,Park closed 7 pm to 7 am nightly Sunday through Thursday.  Campground closed March through November 2017.  Fiery Furnace closed due to construction 7/1-7/8.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.,2017,July,7,"Comment for July:
Park closed 7 pm to 7 am nightly Sunday through Thursday.  Campground closed March through November 2017.  Fiery Furnace closed due to construction 7/1-7/8.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",63,95,395,July: Fiery Furnace was closed due to construction from 7/1-7/8.
ARCH,Arches NP,2017-06-01,Devils Garden Campground closed due to road construction in the park March 2017 through November 2017.  Fiery Furnace was closed June 18 - June 30 due to the road construction project.  Park is closed Sundays through Thursdays 7 pm to 7 am  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.,2017,June,6,"Comment for June:
Devils Garden Campground closed due to road construction in the park March 2017 through November 2017.  Fiery Furnace was closed June 18 - June 30 due to the road construction project.  Park is closed Sundays through Thursdays 7 pm to 7 am  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",81,111,478,June: Devils Garden Campground and Fiery Furnace were closed due to road construction from March 2017 through November 2017. No other closures mentioned.
ARCH,Arches NP,2017-04-01,"Devils Garden Campground closed due to road construction project.  There is no longer commercial use in the Fiery Furnace so there has been an increased in the number of visitors wishing to obtain a permit.  Nightly park closures Sunday through Thursday, 7 p.m. to 7 a.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",2017,April,4,"Comment for April:
Devils Garden Campground closed due to road construction project.  There is no longer commercial use in the Fiery Furnace so there has been an increased in the number of visitors wishing to obtain a permit.  Nightly park closures Sunday through Thursday, 7 p.m. to 7 a.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",85,114,511,"April: Devils Garden Campground is closed due to road construction, and there are nightly park closures from Sunday through Thursday. No other closures are mentioned."
ARCH,Arches NP,2017-05-01,Campground closed due to construction March 2017 through November 2017.  Park closed Sunday through Thursdays 7 p.m. to 7 a.m. with the exception of Memorial Day weekend which the park was open 24 hours a day beginning Friday morning at 7 a.m. ending on Tuesday at 7 p.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.,2017,May,5,"Comment for May:
Campground closed due to construction March 2017 through November 2017.  Park closed Sunday through Thursdays 7 p.m. to 7 a.m. with the exception of Memorial Day weekend which the park was open 24 hours a day beginning Friday morning at 7 a.m. ending on Tuesday at 7 p.m.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.",87,121,509,May: Campground closed due to construction from March 2017 through November 2017. Park closed Sunday through Thursdays 7 p.m. to 7 a.m. with exceptions for Memorial Day weekend.
ARCH,Arches NP,2017-03-01,Devils Garden Closed due to road construction in the park from March through November 2017.  No commercial use is allowed in Fiery Furnace nor are there currently any ranger led tours of Fiery Furnace which is why there might be an increase in Fiery Furnace permits.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.  Made changes on 1/17/2018.  It was discovered that there was a typo to the number of cars entering the park.  It was entered as 74326 when in fact the number was 47326.,2017,March,3,"Comment for March:
Devils Garden Closed due to road construction in the park from March through November 2017.  No commercial use is allowed in Fiery Furnace nor are there currently any ranger led tours of Fiery Furnace which is why there might be an increase in Fiery Furnace permits.  Made change to the number of cars entering the park on 1/9/2018.  Took out all traffic that occurred while the park was closed.  Previous data entry included construction traffic that occurred while the park was closed.  Made changes on 1/17/2018.  It was discovered that there was a typo to the number of cars entering the park.  It was entered as 74326 when in fact the number was 47326.",117,158,676,March: Devils Garden was closed due to road construction in the park from March through November 2017. No other closures were reported.
BOAF,Boston African American NHS,2014-02-01,Several well attended events.,2014,February,2,"Comment for February:
Several well attended events.",7,9,51,February: No Closures.
BOAF,Boston African American NHS,2008-11-01,Several weather related group cancelations.,2008,November,11,"Comment for November:
Several weather related group cancelations.",8,11,65,November: No Closures.
BOAF,Boston African American NHS,2008-12-01,several weather related closures and cancellations.,2008,December,12,"Comment for December:
several weather related closures and cancellations.",9,13,73,December: Several weather-related closures.
BOAF,Boston African American NHS,2014-08-01,Free Fun Friday at the Museum of African American History,2014,August,8,"Comment for August:
Free Fun Friday at the Museum of African American History",13,14,77,August: No Closures.
BOAF,Boston African American NHS,2014-01-01,Unseasonal bitter cold this month may have get some folks away.,2014,January,1,"Comment for January:
Unseasonal bitter cold this month may have get some folks away.",14,18,84,January: No Closures.
BOAF,Boston African American NHS,2008-09-01,With additonal seasonals we were able to staff the Shaw Memorial after Labor Day.,2008,September,9,"Comment for September:
With additonal seasonals we were able to staff the Shaw Memorial after Labor Day.",17,22,104,September: No Closures.
BOAF,Boston African American NHS,2008-08-01,"More seasonal staff meant greater coverage at the Shaw Memorial, and more roves.  Also, we offered 4 new programs multiple times throughout the month of August and had one large offsite visit.",2008,August,8,"Comment for August:
More seasonal staff meant greater coverage at the Shaw Memorial, and more roves.  Also, we offered 4 new programs multiple times throughout the month of August and had one large offsite visit.",35,44,212,August: No Closures.
BOAF,Boston African American NHS,2020-04-01,Due to COVID BOAF is closed. However the Shaw Memorial is still accessible to visitors. I have taken a three year average of April visitation to the Shaw to get the number reflected in these statistics.,2020,April,4,"Comment for April:
Due to COVID BOAF is closed. However the Shaw Memorial is still accessible to visitors. I have taken a three year average of April visitation to the Shaw to get the number reflected in these statistics.",39,45,221,"April: BOAF is closed due to COVID, but the Shaw Memorial remains accessible to visitors."
BOAF,Boston African American NHS,2020-05-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites,2020,May,5,"Comment for May:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites",37,46,219,May: No Closures.
BOAF,Boston African American NHS,2020-10-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,October,10,"Comment for October:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,224,October: No Closures.
BOAF,Boston African American NHS,2020-11-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,November,11,"Comment for November:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,225,November: No Closures.
BOAF,Boston African American NHS,2020-12-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,December,12,"Comment for December:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,225,December: No Closures.
BOAF,Boston African American NHS,2020-09-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,September,9,"Comment for September:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,226,September: No Closures.
BOAF,Boston African American NHS,2020-07-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,July,7,"Comment for July:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,221,July: No Closures.
BOAF,Boston African American NHS,2020-08-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,August,8,"Comment for August:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,223,August: No Closures.
BOAF,Boston African American NHS,2020-06-01,This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.,2020,June,6,"Comment for June:
This number estimate for the Shaw Memorial is based on 20% of last years visitation. I took this estimate from articles published in Boston Newspapers discussing an 80% drop in visitation to other sites.",37,47,221,June: No Closures.
BOAF,Boston African American NHS,2020-03-01,Due to COVID we had to leave the office early and I did not get a chance to compile the statistics. I took a three year average and because we closed the office halfway through the month I divided that average by two. I did this for all except the Shaw Memorial because that did not close and visitors can still see it.,2020,March,3,"Comment for March:
Due to COVID we had to leave the office early and I did not get a chance to compile the statistics. I took a three year average and because we closed the office halfway through the month I divided that average by two. I did this for all except the Shaw Memorial because that did not close and visitors can still see it.",66,70,338,"March: Shaw Memorial remained open, no other closures mentioned."
MIMA,Minute Man NHP,2006-03-01,Traffic counter stolen/removed from North Bridge Visitor Center.,2006,March,3,"Comment for March:
Traffic counter stolen/removed from North Bridge Visitor Center.",11,15,83,March: North Bridge Visitor Center closed due to traffic counter being stolen/removed.
MIMA,Minute Man NHP,2006-02-01,Traffic counters put up for several significant storms. Several counters were damaged/replaced.,2006,February,2,"Comment for February:
Traffic counters put up for several significant storms. Several counters were damaged/replaced.",15,20,117,February: No Closures.
MIMA,Minute Man NHP,2006-01-01,"Several large storms occurred, resulting in pulled up traffic counters, which reduced actual numbers.",2006,January,1,"Comment for January:
Several large storms occurred, resulting in pulled up traffic counters, which reduced actual numbers.",17,21,122,January: No Closures.
MIMA,Minute Man NHP,2009-02-01,Fiske Hill parking lot and Wood Street parking lot were closed all month due to snow.,2009,February,2,"Comment for February:
Fiske Hill parking lot and Wood Street parking lot were closed all month due to snow.",19,22,107,February: Fiske Hill parking lot and Wood Street parking lot were closed all month due to snow.
MIMA,Minute Man NHP,2017-04-01,The increased count at the Wayside parking lot may be attributed to use by a nearby construction project.,2017,April,4,"Comment for April:
The increased count at the Wayside parking lot may be attributed to use by a nearby construction project.",21,24,124,April: No Closures.
MIMA,Minute Man NHP,2009-01-01,"Due to greater than average snowfall levels, several parking lots were closed the entire month and other lots were closed for significant periods during the month.",2009,January,1,"Comment for January:
Due to greater than average snowfall levels, several parking lots were closed the entire month and other lots were closed for significant periods during the month.",29,33,184,January: Several parking lots were closed for the entire month due to greater than average snowfall levels.
MIMA,Minute Man NHP,2017-10-01,Sargents Field count is much higher than normal due to an increase in use from The Trustees of Reservations who run The Old Manse.,2017,October,10,"Comment for October:
Sargents Field count is much higher than normal due to an increase in use from The Trustees of Reservations who run The Old Manse.",27,33,151,October: No Closures.
MIMA,Minute Man NHP,2009-04-01,The Colonial Barrett House & Farm have been incorporated into the park. Acquisition will occur when funding becomes available. Apr-Sep: 50th anniversary celebration.,2009,April,4,"Comment for April:
The Colonial Barrett House & Farm have been incorporated into the park. Acquisition will occur when funding becomes available. Apr-Sep: 50th anniversary celebration.",26,34,184,April: No Closures.
MIMA,Minute Man NHP,2017-03-01,"several parking lots are missing counters or hoses or both, counts are based on the missing data estimator tool with a slight increase because usage has increased over last year.",2017,March,3,"Comment for March:
several parking lots are missing counters or hoses or both, counts are based on the missing data estimator tool with a slight increase because usage has increased over last year.",33,37,197,March: No Closures.
MIMA,Minute Man NHP,2009-12-01,Traffic counters on most of the Park's parking lots were taken up for extended periods of time this month to accommodate on going snow removal activities.  Numbers were estimated based on daly averages.,2009,December,12,"Comment for December:
Traffic counters on most of the Park's parking lots were taken up for extended periods of time this month to accommodate on going snow removal activities.  Numbers were estimated based on daly averages.",36,42,224,December: No Closures.
MIMA,Minute Man NHP,2017-09-01,"Sargents Field count is higher than usual due to increased usage from ""The Old Manse"" a partner organization.  When we open the lot for them our regular visitors park there as well.",2017,September,9,"Comment for September:
Sargents Field count is higher than usual due to increased usage from ""The Old Manse"" a partner organization.  When we open the lot for them our regular visitors park there as well.",35,44,204,September: No Closures.
ORPI,Organ Pipe Cactus NM,2006-03-01,butch estimated camping figures ,2006,March,3,"Comment for March:
butch estimated camping figures ",7,10,51,March: No Closures.
ORPI,Organ Pipe Cactus NM,2022-12-01,AMD closed so no traffic and estes stats,2022,December,12,"Comment for December:
AMD closed so no traffic and estes stats",11,13,62,"December: AMD location was reported as closed, resulting in no traffic and no statistics for Estes."
ORPI,Organ Pipe Cactus NM,2022-10-01,AMD closed so no traffic or estes stats,2022,October,10,"Comment for October:
AMD closed so no traffic or estes stats",11,13,60,October: AMD location closed.
ORPI,Organ Pipe Cactus NM,2022-11-01,AMD closed so no traffic or estes stats,2022,November,11,"Comment for November:
AMD closed so no traffic or estes stats",11,13,61,"November: AMD location was reported as closed, resulting in no traffic or statistics for Estes."
ORPI,Organ Pipe Cactus NM,2022-09-01,AMD closed so no traffic nor Estes stats,2022,September,9,"Comment for September:
AMD closed so no traffic nor Estes stats",11,13,63,"September: AMD location was closed, resulting in no traffic or statistics for Estes Park."
ORPI,Organ Pipe Cactus NM,2006-11-01,Highway 85 had traffic but zero was reported.,2006,November,11,"Comment for November:
Highway 85 had traffic but zero was reported.",11,15,67,November: No Closures.
ORPI,Organ Pipe Cactus NM,2014-01-01,Traffic counts at Alamo is estimated using three years of data,2014,January,1,"Comment for January:
Traffic counts at Alamo is estimated using three years of data",14,16,83,January: No Closures.
ORPI,Organ Pipe Cactus NM,2006-10-01,Estimates made by Butch.  No response from park.,2006,October,10,"Comment for October:
Estimates made by Butch.  No response from park.",11,17,69,October: No Closures.
ORPI,Organ Pipe Cactus NM,2022-04-01,"Something appears to be wrong with the Alamo Canyon traffic counter.  Even if border patrol was super active, that number does not make sense",2022,April,4,"Comment for April:
Something appears to be wrong with the Alamo Canyon traffic counter.  Even if border patrol was super active, that number does not make sense",27,32,160,April: No Closures.
ORPI,Organ Pipe Cactus NM,2022-06-01,We were short staffed all summer and could not send anyone to collect the trail registers.  We will need to do counts and update these numbers this fall,2022,June,6,"Comment for June:
We were short staffed all summer and could not send anyone to collect the trail registers.  We will need to do counts and update these numbers this fall",31,35,170,June: No Closures.
ORPI,Organ Pipe Cactus NM,2014-12-01,"Dec roads counts include up to Jan 14,2015.  Camping counts update 2/12 when a large stash of self-pay envelopes were discovered filed without being counted.",2014,December,12,"Comment for December:
Dec roads counts include up to Jan 14,2015.  Camping counts update 2/12 when a large stash of self-pay envelopes were discovered filed without being counted.",28,40,179,December: No Closures.
ORPI,Organ Pipe Cactus NM,2022-03-01,"Bates Well traffic counter - that number may be a cumulative, however the cable in the road needed to be fixed so I have no way of knowing how accurate that is.  Highway 85 - see question in Feb comments - we can update if needed",2022,March,3,"Comment for March:
Bates Well traffic counter - that number may be a cumulative, however the cable in the road needed to be fixed so I have no way of knowing how accurate that is.  Highway 85 - see question in Feb comments - we can update if needed",49,55,248,March: No Closures.
ORPI,Organ Pipe Cactus NM,2022-01-01,It looks like the traffic counters were not gathered in January.  I do not have data on the number of researchers that stayed in the park.  It does not look like it has been tracked in any of our spreadsheets.  I need to do more research here,2022,January,1,"Comment for January:
It looks like the traffic counters were not gathered in January.  I do not have data on the number of researchers that stayed in the park.  It does not look like it has been tracked in any of our spreadsheets.  I need to do more research here",50,58,263,January: No Closures.
ORPI,Organ Pipe Cactus NM,2022-02-01,"The Bates Well traffic counter doesn't work  The highway 85 traffic number are not ours, they come from Customs and Border Patrol and are collected at the port of entry, so these are cars leaving the US for Mexico.  How is this number relevant to the NPS?  In January 2022 the TPCG went permanently on Rec.gov.  All sites including the group site are sold through the online platform. So those numbers are included in the overall site numbers.  Do they need to be broken out?    Backcountry and non-rec users needs some research and will be updated.",2022,February,2,"Comment for February:
The Bates Well traffic counter doesn't work  The highway 85 traffic number are not ours, they come from Customs and Border Patrol and are collected at the port of entry, so these are cars leaving the US for Mexico.  How is this number relevant to the NPS?  In January 2022 the TPCG went permanently on Rec.gov.  All sites including the group site are sold through the online platform. So those numbers are included in the overall site numbers.  Do they need to be broken out?    Backcountry and non-rec users needs some research and will be updated.",99,125,571,February: No Closures.
GOIS,Governors Island NM,2021-04-01,Closed for season,2021,April,4,"Comment for April:
Closed for season",6,7,36,April: No Closures.
GOIS,Governors Island NM,2021-01-01,Closed for the season,2021,January,1,"Comment for January:
Closed for the season",7,8,42,January: No Closures.
GOIS,Governors Island NM,2021-03-01,Cloased for season,2021,March,3,"Comment for March:
Cloased for season",6,8,37,March: Location closed for the season.
GOIS,Governors Island NM,2021-11-01,Closed for the season,2021,November,11,"Comment for November:
Closed for the season",7,8,43,November: No Closures.
GOIS,Governors Island NM,2021-02-01,Cloaed for seson,2021,February,2,"Comment for February:
Cloaed for seson",6,9,38,February: Some locations closed for the season.
GOIS,Governors Island NM,2009-04-01,Island closed to general visitation,2009,April,4,"Comment for April:
Island closed to general visitation",8,11,54,April: Island closed to general visitation.
GOIS,Governors Island NM,2009-03-01,Island closed to general visitation,2009,March,3,"Comment for March:
Island closed to general visitation",8,11,54,March: Island closed to general visitation.
GOIS,Governors Island NM,2021-12-01,Governors island is closed for the season,2021,December,12,"Comment for December:
Governors island is closed for the season",10,12,63,December: Governors Island is closed for the season.
GOIS,Governors Island NM,2009-05-01,Island opened for general visitation May 30,2009,May,5,"Comment for May:
Island opened for general visitation May 30",10,14,60,May: No Closures.
GOIS,Governors Island NM,2021-05-01,Governors Island is temporarily closed for COVID 19,2021,May,5,"Comment for May:
Governors Island is temporarily closed for COVID 19",11,14,68,May: Governors Island is temporarily closed for COVID-19.
GOIS,Governors Island NM,2021-06-01,Governors Islands temporarily closed. Following guidance from the CDC,2021,June,6,"Comment for June:
Governors Islands temporarily closed. Following guidance from the CDC",12,15,87,June: Governors Islands closed temporarily following CDC guidance.
GOIS,Governors Island NM,2011-04-01,Participated in Living History event at Grant's Tomb.,2011,April,4,"Comment for April:
Participated in Living History event at Grant's Tomb.",11,16,72,April: No Closures.
GOIS,Governors Island NM,2009-10-01,Public access season ended 10/11/2009.,2009,October,10,"Comment for October:
Public access season ended 10/11/2009.",8,16,59,October: No Closures.
GOIS,Governors Island NM,2021-10-01,41 people came to our 4 collaborative programs with the friends,2021,October,10,"Comment for October:
41 people came to our 4 collaborative programs with the friends",14,16,84,October: No Closures.
GOIS,Governors Island NM,2009-11-01,Island is closed to the public for the fall/winter.,2009,November,11,"Comment for November:
Island is closed to the public for the fall/winter.",12,17,73,November: Island is closed for the fall/winter.
GOIS,Governors Island NM,2021-09-01,Because of COVID-19 site is only open Saturdays and Sundays.,2021,September,9,"Comment for September:
Because of COVID-19 site is only open Saturdays and Sundays.",13,17,83,September: Site is only open on Saturdays and Sundays due to COVID-19.
GOIS,Governors Island NM,2011-05-01,The Island was only open for the last weekend of the month.,2011,May,5,"Comment for May:
The Island was only open for the last weekend of the month.",15,17,76,"May: The Island was closed for most of the month, only open for the last weekend."
GOIS,Governors Island NM,2009-09-01,More than half of seasonal staff (5/9) departed at end of August,2009,September,9,"Comment for September:
More than half of seasonal staff (5/9) departed at end of August",15,20,87,September: No Closures.
GOIS,Governors Island NM,2021-07-01,Due to COVID Fort Castle Williams and  Fort Jay are only open Saturday and Sunday,2021,July,7,"Comment for July:
Due to COVID Fort Castle Williams and  Fort Jay are only open Saturday and Sunday",18,20,99,July: Fort Castle Williams and Fort Jay are closed except for Saturdays and Sundays due to COVID.
GOIS,Governors Island NM,2021-08-01,"Site only open on Saturday, Sunday and no interpretive tours  because of COVID-19",2021,August,8,"Comment for August:
Site only open on Saturday, Sunday and no interpretive tours  because of COVID-19",16,22,101,"August: Site closed for interpretive tours, open only on Saturdays and Sundays due to COVID-19."
GOIS,Governors Island NM,2009-06-01,Terrible weather resulted in several days where visitation was 10% or less of the average.,2009,June,6,"Comment for June:
Terrible weather resulted in several days where visitation was 10% or less of the average.",18,24,108,June: No Closures.
GOIS,Governors Island NM,2009-01-01,"NY Gov Paterson did not put any funding for trhe island in his budget. Accessible only by ferry, public access is to start in May. NPS owns only 22 acres in the northern tip.  FYI: facilities include NPS's two Forts, baseball diamonds, maritime school under construction (completion in 2010), 7-miles of bike paths (completed in summer 2009).",2009,January,1,"Comment for January:
NY Gov Paterson did not put any funding for trhe island in his budget. Accessible only by ferry, public access is to start in May. NPS owns only 22 acres in the northern tip.  FYI: facilities include NPS's two Forts, baseball diamonds, maritime school under construction (completion in 2010), 7-miles of bike paths (completed in summer 2009).",60,89,363,January: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2013-10-01,18 Day Government Shutdown,2013,October,10,"Comment for October:
18 Day Government Shutdown",7,8,47,October: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2014-05-01,Delay in receiving May's visitation,2014,May,5,"Comment for May:
Delay in receiving May's visitation",8,11,52,May: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-02-01,Low visitation is due to snow and extremely cold weather ,2007,February,2,"Comment for February:
Low visitation is due to snow and extremely cold weather ",13,16,79,February: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-03-01,The increase in visitation is due to Spring Break and Cherry Blossoms.  ,2007,March,3,"Comment for March:
The increase in visitation is due to Spring Break and Cherry Blossoms.  ",15,20,91,March: No Closures.
