ParkName,UnitCode,FieldName,FieldCode,Formula,IsInSTATS
Cumberland Gap NHP,CUGA,F155,Visitors to Daniel Boone parking area,F10B*PPV5,1
National Capital Parks East,NCPE,F103,FARM STATION PROGRAMS (OXON COVE),NULL,0
Dayton Aviation Heritage NHP,DAAV,F24,OFF-SITE EDUCATION PROGRAM ATTENDANCE (WDIC),NULL,0
Tuskegee Airmen NHS,TUAI,REC,Recreation Visits,F1,1
Dayton Aviation Heritage NHP,DAAV,F64,GROUP ATTENDANCE AT (HPIC),NULL,0
Little River Canyon NPRES,LIRI,F4,OFF-SITE PROGRAMS,NULL,0
Denali NP & PRES,DENA,F111,SCENIC DAY USE AIRCRAFT LANDINGS,NULL,1
Sequoia NP,SEQU,PPVRF,Persons per Vehicle Red Fir,3.18,1
Sequoia NP,SEQU,F17,LODGEPOLE TENT O/N STAYS,F10*PPSITE,0
"Martin Luther King, Jr. Memorial",MLKM,F94,DAY 13 2,NULL,0
Coronado NMEM,CORO,REC,REC,"IIF(RY GTE 2010,F17+F20+F9,F17+F21+F9)",1
Coronado NMEM,CORO,NREC,NREC,NRECV*PPVNR,1
Coronado NMEM,CORO,RECH,RECH,REC*LOS+F19*PPV*LOSP+F5*2,0
Coronado NMEM,CORO,NRECH,NRECH,NREC*LOSNR,0
Coronado NMEM,CORO,TRV,TRV,REC,0
Coronado NMEM,CORO,TNRV,TNRV,NREC,0
Coronado NMEM,CORO,TRVH,TRVH,RECH,0
Coronado NMEM,CORO,TNRVH,TNRVH,NRECH,0
New River Gorge NP & PRES,NERI,F20A,Canyon Rim VC,(((F2-F1)-150)-F11)*2.5,0
New River Gorge NP & PRES,NERI,F21,CR Hours,F20*LOSCR,1
New River Gorge NP & PRES,NERI,F23A,Grandview VC,"IIF((F4-F3 GT (F12+150)),((((F4-F3)-150)-F12)*2.5),0)",0
New River Gorge NP & PRES,NERI,F25A1,Glade Creek Visitors,"IIF((F4B-F4A GT 65),(((F4B-F4A)-60)*2.5),((F4B-F4A)*2.5))",0
New River Gorge NP & PRES,NERI,F25B,GC Hours,F25A*LOSGC,1
New River Gorge NP & PRES,NERI,F25D1,Sandstone Falls Visitors,"IIF((F4D-F4C GT 100),(((F4D-F4C)-90)*2.5),((F4D-F4C)*2.5))",0
New River Gorge NP & PRES,NERI,F25E,SF Hours,F25D*LOSSF,1
New River Gorge NP & PRES,NERI,F26,Trail Users,"IIF(RY GTE 2021, F8+F10+F61B+F62B, F8+F9+F10)",1
New River Gorge NP & PRES,NERI,F50,Total Overnights,"IF(RY GTE 2021, TT+TRVS+BC+MISC, (F13+F14)*PPSITE)",0
New River Gorge NP & PRES,NERI,F51,Overnight Hours,F50*LOSON,0
New River Gorge NP & PRES,NERI,F53,Special Event Visitors,F15,1
New River Gorge NP & PRES,NERI,F54,SE Hours,F53*LOSSE,1
New River Gorge NP & PRES,NERI,REC,REC,"IIF(RY GTE 2022, REC2022, IIF(RY GTE 2021, REC2021, RECOLD))",0
New River Gorge NP & PRES,NERI,NREC,NREC,200,1
New River Gorge NP & PRES,NERI,RECH,RECH,"IIF(RY GTE 2021, RECH2021, RECHOLD)",0
New River Gorge NP & PRES,NERI,NRECH,NRECH,NREC*LOSNR,0
New River Gorge NP & PRES,NERI,TRV,TRV,REC,0
New River Gorge NP & PRES,NERI,TNRV,TNRV,NREC,0
New River Gorge NP & PRES,NERI,TRVH,TRVH,RECH,0
New River Gorge NP & PRES,NERI,TNRVH,TNRVH,NRECH,0
New River Gorge NP & PRES,NERI,TT,TT,"IIF(RY GTE 2021, F63+F64+F65+F66+F67+F68+F69+F70, F13*PPSITE)",1
New River Gorge NP & PRES,NERI,TRVS,TRVS,"IIF(RY GTE 2021, F71+F72+F73+F74+F75+F76, F14*PPSITE)",1
John Muir NHS,JOMU,F1,VISITORS AT THE MAIN PARK SITE,NULL,1
John Muir NHS,JOMU,F2A,VISITORS AT MOUNT WANDA,NULL,1
John Muir NHS,JOMU,F2,NON-RECREATION VISITORS,NULL,1
John Muir NHS,JOMU,F3,CHILDREN (16 & UNDER),NULL,0
John Muir NHS,JOMU,F4,SENIORS (62 & OLDER),NULL,0
John Muir NHS,JOMU,F5,SCHOOL GROUP TOUR STUDENTS,NULL,0
John Muir NHS,JOMU,F6,OTHER GROUP TOUR VISITORS,NULL,0
John Muir NHS,JOMU,F7,BUSES,NULL,0
John Muir NHS,JOMU,F8,VIEWING FILM,NULL,0
John Muir NHS,JOMU,F9,E.L.P. ATTENDANCE,NULL,0
John Muir NHS,JOMU,F10,JR. RANGER ATTENDANCE (ALL ACTIVITIES),NULL,0
John Muir NHS,JOMU,F11,SPECIAL EVENT VISITORS,NULL,0
John Muir NHS,JOMU,F11A,GRAVESITE VISITORS,NULL,0
John Muir NHS,JOMU,F12,LOCAL VISITORS,NULL,0
John Muir NHS,JOMU,F13,NORTHERN CALIFORNIA VISITORS,NULL,0
John Muir NHS,JOMU,F14,SOUTHERN CALIFORNIA VISITORS,NULL,0
John Muir NHS,JOMU,F15,UNITED STATES VISITORS,NULL,0
John Muir NHS,JOMU,REC,REC,F1+F2A,1
John Muir NHS,JOMU,NREC,NREC,F2,1
John Muir NHS,JOMU,RECH,RECH,"IIF(RY GTE 2018,(REC-F9)*LOSREC,(REC-F9)*LOSREC+F9*LOSELP)",0
John Muir NHS,JOMU,NRECH,NRECH,NREC*LOSNREC,0
John Muir NHS,JOMU,TRV,TRV,REC,0
John Muir NHS,JOMU,TNRV,TNRV,NREC,0
John Muir NHS,JOMU,TRVH,TRVH,RECH,0
John Muir NHS,JOMU,TNRVH,TNRVH,NRECH,0
Fort Davis NHS,FODA,F13A,(WHOLE) NUMBER OF HOURS OPEN,NULL,0
Fort Davis NHS,FODA,F73,HB2 CONTACTS,NULL,0
Fort Davis NHS,FODA,F74,(WHOLE) NUMBER OF HOURS OPEN,NULL,0
Fort Davis NHS,FODA,F14,RESTORED COMMISSARY VISITS,NULL,0
Fort Davis NHS,FODA,F15,(WHOLE) NUMBER OF HOURS OPEN,NULL,0
Fort Davis NHS,FODA,F17,(WHOLE) NUMBER OF HOURS OPEN,NULL,0
Fort Davis NHS,FODA,F18,TIMES ELECTRIC CART IS USED,NULL,0
Fort Davis NHS,FODA,F19,MINUTES USED,NULL,0
Fort Davis NHS,FODA,F20,SLIDE SHOW PROGRAMS,NULL,0
Fort Davis NHS,FODA,F20A,RETREAT PROGRAMS,NULL,0
Fort Davis NHS,FODA,F21A,RETRET PROGRAM PATRONS,NULL,0
Fort Davis NHS,FODA,F22,SPECIAL EVENT VISITORS,NULL,0
Fort Davis NHS,FODA,F23,AVERAGE (WHOLE) NUMBER OF HOURS STAYED,NULL,0
Fort Davis NHS,FODA,F22A,SPECIAL A/V PROGRAMS,NULL,0
Fort Davis NHS,FODA,F24,OFF-SITE PATRONS,NULL,0
Fort Davis NHS,FODA,F25,AVERAGE (WHOLE) NUMBER OF HOURS (OFF-SITE PROGRAMS),NULL,0
Fort Davis NHS,FODA,F25A,OFF-SITE PROGRAMS,NULL,0
Fort Davis NHS,FODA,F25B,ON-SITE PATRONS,NULL,0
Fort Davis NHS,FODA,F25C,AVERAGE (WHOLE) NUMBER OF HOURS (ON-SITE PROGRAMS),NULL,0
Mesa Verde NP,MEVE,F3,BUSES,NULL,1
Mesa Verde NP,MEVE,F5,TENT SITES OCCUPIED,NULL,1
Mesa Verde NP,MEVE,F6,RV CAMP SITES OCCUPIED,NULL,1
Yosemite NP,YOSE,F15B,TRAFFIC COUNT AT BIG TREES,NULL,0
National Capital Parks East,NCPE,AN4,Ending TRAFFIC COUNT AT FAIRLAWN AVE.,NULL,1
National Capital Parks East,NCPE,AN5,Beginning TRAFFIC COUNT AT GOOD HOPE ROAD,NULL,1
National Capital Parks East,NCPE,AN6,Ending TRAFFIC COUNT AT GOOD HOPE ROAD,NULL,1
Ozark NSR,OZAR,F56,TRAFFIC COUNT AT JERKTAIL,F6/2,1
Ozark NSR,OZAR,F65,TRAFFIC COUNT AT GOOSE NECK,F26/2,1
"Martin Luther King, Jr. Memorial",MLKM,F95,DAY 13 3,NULL,0
"Martin Luther King, Jr. Memorial",MLKM,F96,DAY 13 4,NULL,0
"Martin Luther King, Jr. Memorial",MLKM,F100,DAY 14 1,NULL,0
Acadia NP,ACAD,F3,SNOWMOBILERS,NULL,0
Acadia NP,ACAD,F4,CROSS-COUNTRY SKIERS,NULL,0
Acadia NP,ACAD,F5,COACH BUSES,NULL,1
Acadia NP,ACAD,F6,FERRY BOAT VISITORS FROM STONINGTON,NULL,0
New River Gorge NP & PRES,NERI,F12,BUSES AT GRANDVIEW PK,NULL,1
New River Gorge NP & PRES,NERI,F13,TENT SITES OCCUPIED,NULL,0
New River Gorge NP & PRES,NERI,F14,RV SITES OCCUPIED,NULL,0
New River Gorge NP & PRES,NERI,F15,SPECIAL EVENT VISITORS,NULL,1
New River Gorge NP & PRES,NERI,F16,TRAFFIC COUNT AT FERN CREEK (CLIMBERS),NULL,1
Fort Stanwix NM,FOST,F8,AMOUNT OF FEE COLLECTION MONEY IN DOLLARS (no decimals),NULL,0
Fort Stanwix NM,FOST,F9,AMOUNT OF EASTERN NATIONAL MONEY IN DOLLARS (no decimals),NULL,0
Fort Stanwix NM,FOST,REC,Recreation Visits,F1,1
Fort Stanwix NM,FOST,RECH,Recreation Visitor Hours,REC*LOS,0
Fort Stanwix NM,FOST,TRV,Recreation Visits,REC,0
Fort Stanwix NM,FOST,TRVH,Recreation Visitor Hours,RECH,0
Fort Stanwix NM,FOST,SU6M,Total Special Event Visits,F3+F4+F5+F6+F7,0
Fort Davis NHS,FODA,F1,VISITOR CENTER COUNT,NULL,1
Chamizal NMEM,CHAM,F224,ENTER NUMBER OF RECREATION VISITS,NULL,1
Chamizal NMEM,CHAM,F225,ENTER NUMBER OF NON-RECREATION VISITS,NULL,1
Chamizal NMEM,CHAM,F226,ENTER NUMBER OF CAST MEMBERS,NULL,1
Chamizal NMEM,CHAM,F227,ENTER NUMBER OF HOUSE VISITORS,NULL,1
Chamizal NMEM,CHAM,F228,ENTER NUMBER OF GALLERY VISITORS,NULL,1
Chamizal NMEM,CHAM,REC,REC,((F224+F227+F228)),0
Chamizal NMEM,CHAM,NREC,NREC,((F225+F226)),0
Chamizal NMEM,CHAM,RECH,RECH,(F224+F228)+(F227*LOS),0
Chamizal NMEM,CHAM,NRECH,NRECH,((NREC*LOSNR)),0
Chamizal NMEM,CHAM,TRV,TRV,REC,0
Chamizal NMEM,CHAM,TNRV,TNRV,NREC,0
Chamizal NMEM,CHAM,TRVH,TRVH,RECH,0
Chamizal NMEM,CHAM,TNRVH,TNRVH,NRECH,0
White House,WHHO,F1,NUMBER OF PUBLIC TOUR VISITORS,NULL,1
White House,WHHO,F23,NUMBER OF SPECIAL EVENT VISITORS,NULL,1
White House,WHHO,REC,REC,(F1+F2+F3+F23),0
White House,WHHO,RECH,RECH,((F1+F3)*LOSPET)+(F2*LOSSPEC)+(F23*LOSEVENT),0
White House,WHHO,TRV,TRV,REC,0
White House,WHHO,TRVH,TRVH,RECH,0
Washita Battlefield NHS,WABA,F1,VISITORS AT BLACK KETTLE MUSEUM,NULL,0
Washita Battlefield NHS,WABA,F2,VISITORS AT PARK HEADQUARTERS,NULL,1
Washita Battlefield NHS,WABA,F3,VISITORS USING THE TRAIL,NULL,0
Washita Battlefield NHS,WABA,REC,REC,"IIF(RY GTE 2021, REC2021, IIF(RY GTE 2009, REC2009, RECOLD))",1
Washita Battlefield NHS,WABA,RECH,RECH,REC*LOS,0
Washita Battlefield NHS,WABA,TRV,TRV,REC,0
Washita Battlefield NHS,WABA,TRVH,TRVH,RECH,0
Washita Battlefield NHS,WABA,SU2M,Visitors to Park Headquarters,F2,0
Washita Battlefield NHS,WABA,SU3M,Visitors on Battlefield Trail,F3+F15+F16,0
President's Park,PRPA,F1,VISITORS AT KIOSK (INFORMATION),NULL,1
President's Park,PRPA,F2,DAYS IN MONTH,NULL,1
President's Park,PRPA,WHV,VISITORS ENTERING THE WHITE HOUSE VISITOR CENTER,NULL,1
President's Park,PRPA,F38,SPECIAL EVENTS,NULL,0
President's Park,PRPA,DEMO,SPECIAL EVENT VISITORS,NULL,1
President's Park,PRPA,F39,DEMONSTRATIONS,NULL,0
President's Park,PRPA,SPEC,DEMONSTRATORS,NULL,1
President's Park,PRPA,F36,MONTHLY ELLIPSE VISITATION,"IIF(RM EQ 1 OR RM EQ 2,ELLW,IIF(RM EQ 3 OR RM EQ 4 OR RM EQ 5,ELLSP,IIF(RM EQ 6 OR RM EQ 7 OR RM EQ 8,ELLSU,IIF(RM EQ 9 OR RM EQ 10 OR RM EQ 11 OR RM EQ 12,ELLF,0))))*F2",1
President's Park,PRPA,F37,F37,DEMO+SPEC,0
President's Park,PRPA,REC,REC,(F1+WHV+F36+F37),0
President's Park,PRPA,RECH,RECH,((F1*LOSIK)+(F36*LOSELL)+(DEMO*LOSSPEC)+(SPEC*LOSDEMO)+(WHV*LOSWHV)),0
President's Park,PRPA,TRV,TRV,REC,0
President's Park,PRPA,TRVH,TRVH,RECH,0
President's Park,PRPA,SU1M,NUMBER OF SPECIAL EVENTS,F38,0
President's Park,PRPA,SU2M,VISITORS AT KIOSK,F1,0
President's Park,PRPA,SU3M,VISITORS TO DEMONSTRATIONS,SPEC,0
President's Park,PRPA,SU4M,VISITORS AT VISITOR CENTER,WHV,0
President's Park,PRPA,SU5M,NUMBER OF DEMONSTRATIONS,F39,0
President's Park,PRPA,SU6M,NUMBER OF SPECIAL EVENT VISITORS,DEMO,0
Mesa Verde NP,MEVE,F2,NON-RECREATION VEHICLES,NULL,1
Wilson's Creek NB,WICR,F16,EDUCATIONAL GROUP VISITORS,NULL,0
Fort Smith NHS,FOSM,F74,Day 9 - Tour Groups,NULL,0
Cape Lookout NS,CALO,F120,NC OUTWARD S DAY USE,NULL,0
Mount Rushmore NMEM,MORU,F237,Day 27 Hwy 244 West,NULL,1
Salem Maritime NHS,SAMA,F7,NUMBER OF VISITS TO CUSTOM HOUSE - WEEK 3,NULL,0
Harry S Truman NHS,HSTR,F16,INACTIVE after 2013,NULL,0
Frederick Douglass NHS,FRDO,F54,NOT CURRENTLY IN USE,NULL,0
Gates of the Arctic NP & PRES,GAAR,F21,VISITORS AT MARION CREEK,NULL,1
Abraham Lincoln Birthplace NHP,ABLI,F12,BEGINNING TRAFFIC COUNT AT KNOB CREEK,NULL,0
George Rogers Clark NHP,GERO,SU10M,NUMBER OF MOVIE USERS,F8A,0
Acadia NP,ACAD,F27,pre-2003  Schoodic Peninsula visitors,"((IIF(RM EQ 1,401,IIF(RM EQ 2,417,IIF(RM EQ 3,450,IIF(RM EQ 4,478,IIF(RM EQ 5,554,IIF(RM EQ 6,635,IIF(RM EQ 7,814,IIF(RM EQ 8,919,IIF(RM EQ 9,703,IIF(RM EQ 10,556,IIF(RM EQ 11,454,IIF(RM EQ 12,405,0))))))))))))*F8)+F7)",0
Buffalo NR,BUFF,F110,TRAFFIC COUNT AT KYLES LANDING ROAD (ROUTE 144),F4/2,1
Buffalo NR,BUFF,F118,TRAFFIC COUNT AT STEEL CREEK ROAD (ROUTE 143),F12/2,1
Bighorn Canyon NRA,BICA,F76,RV Sites Occupied (North),F12,0
Bighorn Canyon NRA,BICA,F78,RV Sites Occupied (Horseshoe and Barry's),F31+F33,0
Bighorn Canyon NRA,BICA,F114,"RV Sites Occupied (North, Horseshoe and Barry's)",F76+F78,0
Bighorn Canyon NRA,BICA,F80,Boats Observed (North),F15,0
Bighorn Canyon NRA,BICA,F82,Boats Observed (South),F36,0
Bighorn Canyon NRA,BICA,F116,Total Boats Observed,F80+F82,0
Bighorn Canyon NRA,BICA,F84,Swimmer's (North),F17,0
Bighorn Canyon NRA,BICA,F86,Swimmers (South),F39,0
Bighorn Canyon NRA,BICA,F118,Total Swimmers,F84+F86,0
Bighorn Canyon NRA,BICA,F88,Bank Fisherman (North),F21B,0
Bighorn Canyon NRA,BICA,F90,Bank Fisherman (South),F38,0
Bighorn Canyon NRA,BICA,F120,Total Bank Fisherman,F88+F90,0
Bighorn Canyon NRA,BICA,F92,VC Visitors (North),F16,0
Bighorn Canyon NRA,BICA,F94,VC Visitors (South),F28,0
Bighorn Canyon NRA,BICA,F122,Total VC Visitors,F92+F94,0
Bighorn Canyon NRA,BICA,F124,Adjusted Day Use Visitor (North),(F16+F18+F21B)*1.18,1
Bighorn Canyon NRA,BICA,F127,Total North District Visitors,F60+F68+F84+F124,1
Bighorn Canyon NRA,BICA,F131,Total Rec Visitors,F127+F129,1
Bighorn Canyon NRA,BICA,REC,REC,F131,0
Bighorn Canyon NRA,BICA,NREC,NREC,f108,0
Bighorn Canyon NRA,BICA,RECH,RECH,((((f127-f68)*2.7)+(f68*23.7))+(((f129-f70)*4.2)+(f70*22.8))),0
Bighorn Canyon NRA,BICA,NRECH,NRECH,NREC*0.5,0
Bighorn Canyon NRA,BICA,TRV,TRV,REC,0
Bighorn Canyon NRA,BICA,TNRV,TNRV,NREC,0
Bighorn Canyon NRA,BICA,TRVH,TRVH,RECH,0
Bighorn Canyon NRA,BICA,TNRVH,TNRVH,NRECH,0
Bighorn Canyon NRA,BICA,TT,TT,"IIF(RY GTE 2023, 0, IIF(RY GTE 2019,F52,(F11+F30+F32)*2.7))",0
Bighorn Canyon NRA,BICA,TRVS,TRVS,"IIF(RY GTE 2023, 0, IIF(RY GTE 2019,F50,(F12+F31+F33)*2.7))",0
Acadia NP,ACAD,F8,DAYS OUT (IF APPLICABLE),NULL,1
Acadia NP,ACAD,F9,TENT SITES OCCUPIED AT BLACKWOODS CG,NULL,0
Acadia NP,ACAD,F10,RV SITES OCCUPIED AT BLACKWOODS CG,NULL,0
Acadia NP,ACAD,F11,TENT SITES OCCUPIED AT SEAWALL CG,NULL,0
Acadia NP,ACAD,F12,RV SITES OCCUPIED AT SEAWALL CG,NULL,0
Acadia NP,ACAD,F13,OVERNIGHT STAYS AT ISLE AU HAUT,NULL,1
Acadia NP,ACAD,F14,GROUP CAMPERS STAYED AT BLACKWOOD CG,NULL,1
Acadia NP,ACAD,F15,GROUP CAMPERS STAYED AT SEAWALL GROUP CG,NULL,1
Acadia NP,ACAD,F17,SAND BEACH EXPANSION MULTIPLIER,"IIF(RM EQ 6 OR RM EQ 7 OR RM EQ 8,2.7,IIF(RM EQ 5 OR RM EQ 9,2.6,IIF(RM EQ 4 OR RM EQ 10,2.5,IIF(RM EQ 12 OR RM EQ 1 OR RM EQ 2,1.8,IIF(RM EQ 3,2.2,IIF(RM EQ 11,2.4,0))))))",1
Acadia NP,ACAD,F18,Traffic Count at Sand Beach with Expansion multiplier,"IIF(RY GTE 2006,F16A*F17,F16*F17)",1
Acadia NP,ACAD,PPV1,SAND BEACH PPV,"IIF(RM EQ 1 OR RM EQ 2 OR RM EQ 3 OR RM EQ 12,2.0,0)+IIF(RM EQ 4 OR RM EQ 11,2.8,0)+IIF(RM EQ 5 OR RM EQ 6 OR RM EQ 7 OR RM EQ 8 OR RM EQ 9 OR RM EQ 10,3.0,0)",1
Acadia NP,ACAD,F19,SAND BEACH VISITORS,F18*PPV1+F90,1
Acadia NP,ACAD,F20,SAND BEACH HOURS,F19*LOSD,1
Acadia NP,ACAD,F21,SNOWMOBILERS,F3,0
Acadia NP,ACAD,F22,SNOWMOBILER HOURS,F21*LOSD,0
Acadia NP,ACAD,F23,CROSS COUNTRY SKIERS,F4,0
Acadia NP,ACAD,F24,SKIER HOURS,F23*LOSD,0
Acadia NP,ACAD,F25,FERRY PASSENGERS FROM STONINGTON NOT USED AFTER 2005,F6,0
Acadia NP,ACAD,F26,FERRY HOURS,F25*LOSD,0
Acadia NP,ACAD,PPV2,SCHOODIC PPV,"IIF(RM EQ 1 OR RM EQ 2 OR RM EQ 3 OR RM EQ 12,2.0,0)+IIF(RM EQ 11 OR RM EQ 4,2.8,0)+IIF(RM EQ 5 OR RM EQ 6 OR RM EQ 7 OR RM EQ 8 OR RM EQ 9 OR RM EQ 10,3.0,0)",1
Acadia NP,ACAD,F29,Schoodic visitation,"IIF(RY GTE 2021,F29A,IIF(RY GTE 2006 AND RY LTE 2020,((F28A-F46)*PPV2),IIF(RY GTE 2003 AND RY LTE 2005,((F28-F46)*PPV2),((F27-(IIF(F27 GT 10482,10482,F27/2)))*PPV2))))",1
Acadia NP,ACAD,F30,SCHOODIC HOURS,F29*LOSD,1
Acadia NP,ACAD,F31,REC VISITS,"IIF(RY GTE 2021,F19+F44+F29+F43+F300,IIF(RY GTE 2017 AND RY LTE 2020, F19+F21+F23+F29+F43+F44+F51+F59+F300,IIF(RY GTE 2009 AND RY LTE 2016,F19+F21+F23+F29+F43+F44+F51+F59,F19+F21+F23+F29+F43+F44+F59)))",1
Acadia NP,ACAD,F32,REC HOURS,F20+F22+F24+F26+F30+F45+F42+F301+F49,0
Acadia NP,ACAD,F33,Old Non-Rec numbers not used after 2002,"IIF(RY LTE 2002,IIF(RM EQ 1 OR RM EQ 3 OR RM EQ 5 OR RM EQ 7 OR RM EQ 8 OR RM EQ 10 OR RM EQ 12,3100,IIF(RM EQ 2,2800,IIF(RM EQ 4 OR RM EQ 6 OR RM EQ 9 OR RM EQ 11,3000,0))),IIF(RM GTE 5 AND RM LTE 10,3000,0))",1
Acadia NP,ACAD,PPV3,NON-REC PPV3,"IIF(RM EQ 7 OR RM EQ 8 OR RM EQ 9,2.0,0)+IIF(RM GT 9,1.5,0)+IIF(RM LT 4,1.5,0)+IIF(RM EQ 4 OR RM EQ 5 OR RM EQ 6,2,0)",1
Acadia NP,ACAD,F34,NON-REC VISITORS,F33*PPV3,1
Acadia NP,ACAD,F35,NON-REC HOURS,F34*LOSNR,0
Acadia NP,ACAD,ADTSB,Average Daily Traffic Sand Beach,"IIF(RM EQ 1,82,IIF(RM EQ 2,91,IIF(RM EQ 3,125,IIF(RM EQ 4,242,IIF(RM EQ 5,483,IIF(RM EQ 6,1131,IIF(RM EQ 7,1927,IIF(RM EQ 8,2113,IIF(RM EQ 9,1360,IIF(RM EQ 10,953,IIF(RM EQ 11,192,88)))))))))))",0
Fort Davis NHS,FODA,F10,BUS PASSENGERS,NULL,0
Fort Davis NHS,FODA,F11,COMMANDING OFFICER GTR CONTACTS,NULL,0
Fort Davis NHS,FODA,F11A,(WHOLE) NUMBER OF HOURS OPEN,NULL,0
Fort Davis NHS,FODA,F12,CAVALRY CONTACTS,NULL,0
Fort Davis NHS,FODA,F13,BARRACKS CONTACTS,NULL,0
Kings Canyon NP,KICA,CPS,CAMPERS PER SITE,3.18,0
Kings Canyon NP,KICA,F33,CANYON VIEW TENT CAMPERS,F11*CPS,0
Kings Canyon NP,KICA,F34,CRYSTAL SPRINGS TENT CAMPERS,F13*CPS,0
Kings Canyon NP,KICA,F36,SENTINEL TENT CAMPERS,F17*CPS,0
African Burial Ground NM,AFBG,F1,ENTER THE NUMBER OF VISITORS ENTERING THE VISITOR CENTER,NULL,1
Sleeping Bear Dunes NL,SLBE,F64,TRAFFIC COUNT AT STOCKING SCENIC DRIVE,F6-F5,1
Big Thicket NPRES,BITH,F14,Visits at Timber Slough,"IIF(RY GTE 2018,F10A*PPV,(F10-NREPTS)*PPV)",1
Minute Man NHP,MIMA,F34,Adj Traffic Count Meriam,F20/2,1
Buffalo NR,BUFF,F101,TRAFFIC COUNT AT GILBERT ROAD (ROUTE 930),F30/2,1
Big Bend NP,BIBE,F4,TRAFFIC COUNT AT ROUTE 13-MAVERICK,NULL,0
Big Bend NP,BIBE,F5,TRAFFIC COUNT AT ROUTE 11-PERS.GAP,NULL,0
Big Bend NP,BIBE,F7,Bus Passengers at Lodge,NULL,1
Big Bend NP,BIBE,F8,Buses at Front Desk,NULL,1
Big Bend NP,BIBE,F9,Bus Passengers at Front Desk,NULL,1
Big Bend NP,BIBE,F10,(RIVER USE)PERMITS (CUL/SUP),NULL,0
Big Bend NP,BIBE,F13,(RIVER USE)PEOPLE (CUL/SUP),NULL,0
Big Bend NP,BIBE,F14,(RIVER USE)PRIVATE PEOPLE,NULL,0
Big Bend NP,BIBE,F16,(RIVER USE)BOATS (CUL/SUP),NULL,0
Big Bend NP,BIBE,F17,(RIVER USE)PRIVATE BOATS,NULL,0
Big Bend NP,BIBE,F19,(RIVER USE)USER DAYS (CUL/SUP),NULL,1
Big Bend NP,BIBE,F20,(RIVER USE)PRIVATE USER DAYS,NULL,1
Big Bend NP,BIBE,F23,(BACKCOUNTRY USE-OTHERS)  PRIVATE PERMITS,NULL,0
Big Bend NP,BIBE,F25,(BACKCOUNTRY USE-OTHERS) PEOPLE (CUP/SUP),NULL,0
Big Bend NP,BIBE,F26,(BACKCOUNTRY USE-OTHERS)  PRIVATE PEOPLE,NULL,0
Big Bend NP,BIBE,F28,(BACKCOUNTRY USE-OTHERS) USER DAYS (CUL/SUP),NULL,1
Big Bend NP,BIBE,F29,(BACKCOUNTRY USE-OTHERS) PRIVATE USER DAYS,NULL,1
Big Bend NP,BIBE,F30,(BACKCOUNTRY ROADS)PERMITS (CUL/SUP),NULL,0
Big Bend NP,BIBE,F32,(BACKCOUNTRY ROADS) PEOPLE (CUL/SUP),NULL,0
Big Bend NP,BIBE,F33,(BACKCOUNTRY ROADS) PRIVATE PEOPLE,NULL,0
Big Bend NP,BIBE,F34,(BACKCOUNTRY ROADS)USER DAYS (CUL/SUP),NULL,1
Big Bend NP,BIBE,F35,(BACKCOUNTRY ROADS)  PRIVATE USER DAYS,NULL,1
Big Bend NP,BIBE,F63,(STOCK USE) Private Permits,NULL,0
Big Bend NP,BIBE,F64,(STOCK USE) Private Stock,NULL,0
Big Bend NP,BIBE,F36,Tent Overnight Stays at Rio Grande Village CG,NULL,1
Big Bend NP,BIBE,F37,RV Overnight Stays at Rio Grande Village CG,NULL,1
Big Bend NP,BIBE,F38,Group Overnight Stays at Rio Grande Village CG,NULL,1
Big Bend NP,BIBE,F39,Tent Overnight Stays at Chisos Basin,NULL,1
Big Bend NP,BIBE,F40,RV Overnight Stays at Chisos Basin,NULL,1
Big Bend NP,BIBE,F41,Group Overnight Stays at Chisos Basin,NULL,1
Big Bend NP,BIBE,F44,Group Overnight Stays at Cottonwood,NULL,1
Big Bend NP,BIBE,F45,TENTS AT RIO GRANDE VILLAGE OVERFLOW,NULL,0
Big Bend NP,BIBE,F46,RV'S AT RIO GRANDE VILLAGE OVERFLOW,NULL,0
Big Bend NP,BIBE,F47,Overnight Stays at Chisos Mountains Lodge,NULL,1
Big Bend NP,BIBE,F49,HORSE DAYS AT WINDOW,NULL,0
Big Bend NP,BIBE,F50,HORSE DAYS AT SOUTH RIM,NULL,0
Big Bend NP,BIBE,F50A,SPECIAL EVENT USER DAYS (HORSE USE ONLY),NULL,0
Big Bend NP,BIBE,F55,Tent Overnight Stays,F36+F39+F42+F45,1
Big Bend NP,BIBE,F56,RV Overnight Stays,F37+F40+F43+F46,1
Big Bend NP,BIBE,F57,Group Overnight Stays,F38+F41+F44,1
Big Bend NP,BIBE,F58,User Days,F19+F20+F28+F29,1
Big Bend NP,BIBE,F59,Lodge Overnight Stays,F47,1
Big Bend NP,BIBE,F60,RGV RV Park Overnight Stays,F48,1
Big Bend NP,BIBE,F60A,BC Road Overnights,F34+F35,1
Big Bend NP,BIBE,F61,Total Overnight Stays,F55+F56+F57+F58+F59+F60+F60A,1
Big Bend NP,BIBE,REC,Recreation Visits,"IIF(RY GTE 2022,F70A,IIF(RY EQ 2020 OR RY EQ 2021,F70,((((((F4+F5)-(F6+F8))-197)-156)*2.9)+(F7+F9))))",1
Bighorn Canyon NRA,BICA,F33,(SOUTH DISTRICT)RV SITES OCCUPIED (BARRY'S LD),NULL,1
